kode;diskripsi;lokasi;merk;warna;dept;satuan;jmlawal;jmlbeli;jmljual;reorder;hpp;hrgjual1;hrgjual2;hrgjual3;jmlrbeli;jmlrjual;jmldvplus;jmldvmin;noninv;untung;ppn;lsttgl;lstven;lsttgldev;lsttglbl;lsttgljl;boxrol;koderelasi;prosen;batassup;hrgjual4;untung2;untung3;cekpakai;batas1;batas2;barcode;tglrevisi;catrevisi
CATS-FLEA;SH ARMANI CAT FLEA N TICK 200 ML;;;;16;PCS;0;96;56;1;16625;21000;19000;25000;0;0;0;0;FALSE;29.77;0;16-Nov-16;  -   -;  -   -;26-Apr-11;  -   -;0;;0;0;0;17.41;54.49;0;0;0;CATS-FLEA;03-Feb-16 06:56:29;0
CATS-AROMA;SH ARMANI CAT AROMA THERAPHY 200 ML;;;;16;PCS;0;60;29;1;16625;21000;19000;25000;0;0;0;0;FALSE;46.6;0;19-Nov-16;  -   -;  -   -;26-Apr-11;  -   -;0;;0;0;0;32.64;74.52;0;0;0;CATS-AROMA;03-Feb-16 06:56:29;0
ALBENWORM-DOG;ALBENWORM SYRUP DOG OBAT CACING;;;;16;PCS;0;24;26;1;16625;21000;20000;25000;0;0;0;0;FALSE;26.32;0;13-Jan-17;  -   -;  -   -;18-Oct-11;  -   -;0;;0;0;0;20.3;50.38;0;0;0;ALBENWORM-DOG;03-Feb-16 06:56:29;0
ALBENWORM-CAT;ALBENWORM SYRUP CAT OBAT CACING;;;;16;PCS;0;36;29;1;16625;21000;20000;25000;0;0;0;0;FALSE;26.32;0;06-Jan-17;  -   -;  -   -;18-May-11;  -   -;0;;0;0;0;20.3;50.38;0;0;0;ALBENWORM-CAT;03-Feb-16 06:56:29;0
ARTEMIS-OAD1;ARTEMIS OSOPURE ADLT DOG 1 KG;;;;27;KG;0;0;0;1;35000;45000;45000;45000;0;0;0;0;FALSE;28.57;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;28.57;28.57;0;0;0;ARTEMIS-OAD1;03-Feb-16 06:56:29;0
PRO-L1;PRO FORMANCE LAMB N RICE 1 KG;;;;27;KG;0;0;0;1;34000;46000;46000;46000;0;0;0;0;FALSE;35.29;0;17-Oct-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;35.29;35.29;0;0;0;PRO-L1;03-Feb-16 06:56:29;0
SD-PLNR15.5;z1;;;;12;SAK;0;0;0;1;288000;345000;335000;315000;0;0;0;0;FALSE;19.79;0;  -   -;  -   -;  -   -;05-Mar-11;  -   -;0;;0;0;0;16.32;9.38;0;0;0;Z1;03-Feb-16 06:56:29;0
SD-PSB30;z2;;;;12;SAK;0;0;0;1;501600;585000;585000;544000;0;0;0;0;FALSE;16.63;0;  -   -;  -   -;  -   -;05-Mar-11;  -   -;0;SD-PSB1;0;0;0;16.63;8.45;0;0;0;SD-PSB30;03-Feb-16 06:56:29;0
0859328900017;BAMBOO NAIL CLIPPER R-890001;;;;2;PCS;0;0;0;1;64100;100000;90000;77000;0;0;0;0;FALSE;56.01;0;19-Jul-14;  -   -;  -   -;28-Oct-11;  -   -;0;;0;0;0;40.41;20.12;0;0;0;859328900017;03-Feb-16 06:56:29;0
SHA-25;SHA-25 SLICKER BRUSH;;;;3;PCS;0;0;0;1;28000;45000;42000;35000;0;0;0;0;FALSE;60.71;0;02-Sep-14;  -   -;  -   -;23-Mar-11;  -   -;0;;0;0;0;50;25;0;0;0;SHA-25;03-Feb-16 06:56:29;0
DOGIT-M;DOG IT SLICKER BRUSH M;;;;10;PCS;0;0;1;1;50000;70000;65000;55000;0;0;0;0;FALSE;40;0;28-May-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;30;10;0;0;0;DOGIT-M;03-Feb-16 06:56:29;0
FT-820HM;FT-820HM MEJA GROOMING;;;;1;PCS;0;0;0;1;935250;1400000;1350000;1100000;0;0;0;0;FALSE;49.69;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;44.35;17.62;0;0;0;FT-820HM;03-Feb-16 06:56:29;0
N-60;N-60 MEJA GROOMING 115X60X55;;;;3;PCS;0;0;0;1;1650000;2200000;2150000;1800000;0;0;0;0;FALSE;33.33;0;17-Apr-12;  -   -;  -   -;11-Mar-11;  -   -;0;;0;0;0;30.3;9.09;0;0;0;N-60;03-Feb-16 06:56:29;0
SUPER-AC20;SUPER CAT ADLT CAT 20 LB / 9,04 KG;;;;1;SAK;0;0;14;1;269504.6235;460000;450000;510000;0;0;0;3;FALSE;70.68;0;13-Jan-17;  -   -;  -   -;26-Oct-11;  -   -;0;SUPER-AC1;0;0;0;66.97;89.24;0;0;0;SUPER-AC20;03-Feb-16 06:56:29;0
SUPER-AC40;SUPER CAT ADLT CAT 40 LB / 18,14 KG;;;;1;SAK;0;0;0;1;448425;565000;555000;500000;0;0;0;0;FALSE;26;0;21-Dec-13;  -   -;  -   -;21-Jun-11;  -   -;0;SUPER-AC1;0;0;0;23.77;11.5;0;0;0;SUPER-AC40;03-Feb-16 06:56:29;0
SUPER-K20;SUPER CAT KITTEN 20 LB / 9,07 KG;;;;1;SAK;0;13;23;1;350420;470000;460000;513000;0;0;0;5;FALSE;62.74;0;13-Jul-16;  -   -;  -   -;08-Jun-11;  -   -;0;SUPER-K1;0;0;0;59.28;77.63;0;0;0;SUPER-K20;03-Feb-16 06:56:29;0
SUPER-K40;SUPER CAT KITTEN 40 LB / 18,14 KG;;;;1;SAK;0;0;0;1;464406.4;640000;625000;585000;0;0;0;0;FALSE;37.81;0;10-Jan-14;  -   -;  -   -;08-Sep-11;  -   -;0;SUPER-K1;0;0;0;34.58;25.97;0;0;0;SUPER-K40;03-Feb-16 06:56:29;0
SELANG;SELANG BLOWER SAP-24000;;;;3;PCS;0;0;0;1;1700000;2200000;2150000;1850000;0;0;0;0;FALSE;29.41;0;  -   -;  -   -;  -   -;11-Mar-11;  -   -;0;;0;0;0;26.47;8.82;0;0;0;SELANG;03-Feb-16 06:56:29;0
CP-671;CP-671 PLASTIC CAT TOILET;;;;3;PCS;0;0;0;1;55000;75000;72000;60000;0;0;0;0;FALSE;36.36;0;  -   -;  -   -;  -   -;11-Mar-11;  -   -;0;;0;0;0;30.91;9.09;0;0;0;CP-671;03-Feb-16 06:56:29;0
4976555839166;SLICKER BRUSH MINI 83916 DOGGYMAN;;;;3;PCS;0;0;0;1;28560;50000;50000;40000;0;0;0;0;FALSE;75.07;0;  -   -;  -   -;  -   -;12-Apr-11;  -   -;0;;0;0;0;75.07;40.06;0;0;0;4976555839166;03-Feb-16 06:56:29;0
4976555839173;SLICKER BRUSH 83917 DOGGYMAN;;;;3;PCS;0;0;0;1;24195.45;50000;47000;38000;0;0;0;0;FALSE;106.65;0;09-Oct-12;  -   -;  -   -;12-Apr-11;  -   -;0;;0;0;0;94.25;57.05;0;0;0;4976555839173;03-Feb-16 06:56:29;0
4976555839197;SLICKER BRUSH 83919 DOGGYMAN;;;;3;PCS;0;0;0;1;30350;55000;52000;44000;0;0;0;0;FALSE;81.22;0;18-May-12;  -   -;  -   -;12-Apr-11;  -   -;0;;0;0;0;71.33;44.98;0;0;0;4976555839197;03-Feb-16 06:56:29;0
4976555839203;SLICKER BRUSH 83920 DOGGYMAN L;;;;3;PCS;0;0;0;1;46900;70000;67000;56000;0;0;0;0;FALSE;49.25;0;20-Jul-15;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;42.86;19.4;0;0;0;4976555839203;03-Feb-16 06:56:29;0
4976555839487;UNDER COAT RAKE DOGGYMAN 83948;;;;3;PCS;0;0;0;1;34300;53000;50000;42500;0;0;0;0;FALSE;54.52;0;11-Aug-14;  -   -;  -   -;11-Mar-11;  -   -;0;;0;0;0;45.77;23.91;0;0;0;4976555839487;03-Feb-16 06:56:29;0
SUPER-K1;SUPER CAT KITTEN 1 KG;;;;27;KG;0;0;114;1;30500;55000;55000;55000;0;0;45;0;FALSE;80.33;0;11-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;80.33;80.33;0;0;0;SUPER-K1;03-Feb-16 06:56:29;0
SUPER-AC1;SUPER CAT ADLT CAT 1 KG;;;;27;KG;0;0;97;1;30050;53000;53000;53000;0;0;27;0;FALSE;76.37;0;20-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;76.37;76.37;0;0;0;SUPER-AC1;03-Feb-16 06:56:29;0
PASIR-8L;PASIR WANGI 8 LT;;;;2;PCS;0;0;0;1;32000;55000;50000;41000;0;0;0;0;FALSE;71.88;0;  -   -;  -   -;  -   -;15-Mar-11;  -   -;0;;0;0;0;56.25;28.13;0;0;0;PASIR-8L;03-Feb-16 06:56:29;0
6921654101209;STRONG DOG BEEF 400 GR;;;;2;PCS;0;0;0;1;7500;14000;14000;10000;0;0;0;0;FALSE;86.67;0;30-May-12;  -   -;  -   -;28-Oct-11;  -   -;0;;0;0;0;86.67;33.33;0;0;0;6921654101209;03-Feb-16 06:56:29;0
0026851007609;EXCEL NUTRICOAT SKIN N COAT 473 ML;;;;2;PCS;0;0;0;1;83025;130000;125000;110000;0;0;0;0;FALSE;56.58;0;  -   -;  -   -;  -   -;15-Mar-11;  -   -;0;;0;0;0;50.56;32.49;0;0;0;0026851007593;03-Feb-16 06:56:29;0
SD-PO7,9;z3;;;;12;SAK;0;0;0;1;285000;310000;310000;315000;0;0;0;0;FALSE;8.77;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;SD-PO1;0;0;0;8.77;10.53;0;0;0;SD-PO7,9;03-Feb-16 06:56:29;0
CAT-10;CAT-10 KANDANG KUCING 3 LT 95X60X140;;;;3;PCS;0;0;1;1;800000;1200000;1140000;930000;0;0;0;0;FALSE;50;0;19-Nov-16;  -   -;  -   -;23-Mar-11;  -   -;0;;0;0;0;42.5;16.25;0;0;0;CAT-10;03-Feb-16 06:56:29;0
5436040710954;SH VITTAMAXX DOG OATMEAL 600 ML;;;;2;PCS;0;0;6;1;22960;45000;42000;35000;0;0;0;0;FALSE;95.99;0;22-Jan-17;  -   -;  -   -;02-Aug-11;  -   -;0;;0;0;0;82.93;52.44;0;0;0;8998183912024;03-Feb-16 06:56:29;0
LAZ-225MZ6;LAZ-225MZ6 SNAP;;;;24;PCS;0;0;16;1;10491.7904;15000;15000;11300;0;0;0;0;FALSE;42.97;0;01-Nov-16;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;42.97;7.7;0;0;0;LAZ-225MZ6;03-Feb-16 06:56:29;0
LAZ-5025T6;LAZ-5025T6 SNAP;;;;24;PCS;0;0;10;1;7771.5909;12000;12000;8700;0;0;0;0;FALSE;54.41;0;20-Sep-16;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;54.41;11.95;0;0;0;LAZ-5025T6;03-Feb-16 06:56:29;0
LAZ-017T8;LAZ-017T8 SNAP;;;;24;PCS;0;0;28;1;10850;28000;28000;20000;0;0;0;0;FALSE;158.06;0;13-Nov-16;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;158.06;84.33;0;0;0;LAZ-017T8;03-Feb-16 06:56:29;0
4897014973835;SEROK MINI HAMSTER ALEX;;;;24;PCS;0;0;2;1;3500;5000;5000;4000;0;0;0;0;FALSE;42.86;0;16-Dec-16;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;42.86;14.29;0;0;0;4897014973835;03-Feb-16 06:56:29;0
BO-4416;BO-4416 RUBBER PIMPLE DUMBLE;;;;24;PCS;0;0;0;1;20300;36000;36000;26000;0;0;0;0;FALSE;77.34;0;25-Aug-12;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;77.34;28.08;0;0;0;BO-4416;03-Feb-16 06:56:29;0
BO-5029;BO-5029 COMB TWIN;;;;24;PCS;0;0;0;1;31150;53000;51000;40000;0;0;0;0;FALSE;70.14;0;28-Jun-13;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;63.72;28.41;0;0;0;BO-5029;03-Feb-16 06:56:29;0
BO-5304C;BO-5304C LITTER BOX;;;;24;PCS;0;0;0;1;84000;135000;130000;108000;0;0;0;0;FALSE;60.71;0;30-Mar-13;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;54.76;28.57;0;0;0;BO-5304C;03-Feb-16 06:56:29;0
BO-1113A-12CL;BO-1113A-12CL COLLAR + LEASH;;;;24;PCS;0;0;0;1;25550;45000;42000;36000;0;0;0;0;FALSE;76.13;0;13-Jan-13;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;64.38;40.9;0;0;0;BO-1113A-12CL;03-Feb-16 06:56:29;0
BO-1113A-15CL;BO-1113A-15CL COLLAR + LEASH;;;;24;PCS;0;0;0;1;32200;50000;47000;40000;0;0;0;0;FALSE;55.28;0;04-Jan-15;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;45.96;24.22;0;0;0;BO-1113A-15CL;03-Feb-16 06:56:29;0
BO-1113A-20CL;BO-1113A-20CL COLLAR + LEASH;;;;24;PCS;0;0;0;1;40250;65000;60000;52000;0;0;0;0;FALSE;61.49;0;17-Apr-15;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;49.07;29.19;0;0;0;BO-1113A-20CL;03-Feb-16 06:56:29;0
BO-1113A-25CL;BO-1113A-25CL COLLAR + LEASH;;;;24;PCS;0;0;0;1;55300;85000;80000;68000;0;0;0;0;FALSE;53.71;0;16-Jul-15;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;44.67;22.97;0;0;0;BO-1113A-25CL;03-Feb-16 06:56:29;0
BO-3406;BO-3406 PET DRINKING;;;;24;PCS;0;0;0;1;26950;45000;45000;33000;0;0;0;0;FALSE;66.98;0;06-Dec-13;  -   -;  -   -;02-Jul-11;  -   -;0;;0;0;0;66.98;22.45;0;0;0;BO-3406;03-Feb-16 06:56:29;0
3182550702263;RC SENSIBLE 33 400 GR;;;;18;PCS;0;0;0;0;36468;53000;51000;60000;0;0;0;0;FALSE;45.33;0;03-Jul-15;  -   -;  -   -;06-Aug-11;  -   -;0;;0;0;0;39.85;64.53;0;0;0;3182550702263;03-Feb-16 06:56:29;0
BO-3406-A;BO-3406-A PET DRINKING;;;;24;PCS;0;0;0;1;28000;50000;45000;38000;0;0;0;0;FALSE;78.57;0;  -   -;  -   -;  -   -;25-Mar-11;  -   -;0;;0;0;0;60.71;35.71;0;0;0;BO-3406-A;03-Feb-16 06:56:29;0
WHS-SABA;WHISKAS GRILLED SABA FLAVOR 85 GR;;;;1;PCS;0;0;0;1;3795;4500;4500;4000;0;0;0;0;FALSE;18.58;0;02-Feb-13;  -   -;  -   -;27-Jan-12;  -   -;0;;0;0;0;18.58;5.4;0;0;0;8853301550086;03-Feb-16 06:56:29;0
WHS-COCTAIL;WHISKAS SEAFOOD COCTAIL 85 GR;;;;1;PCS;0;0;0;1;3795;4500;4500;4000;0;0;0;0;FALSE;18.58;0;09-Nov-12;  -   -;  -   -;27-Jan-12;  -   -;0;;0;0;0;18.58;5.4;0;0;0;8853301550093;03-Feb-16 06:56:29;0
8853301144896;WHISKAS GRILL SABA  FLAVOR 480 GR;;;;1;PCS;0;0;0;1;19370.58;22000;22000;20500;0;0;0;0;FALSE;13.57;0;09-Jan-13;  -   -;  -   -;02-Feb-12;  -   -;0;;0;0;0;13.57;5.83;0;0;0;8853301144896;03-Feb-16 06:56:29;0
8853301144902;WHISKAS GRILLED SABA FLAVOR 1,4 KG;;;;1;PCS;0;0;0;1;47906.19;56000;56000;50000;0;0;0;0;FALSE;16.9;0;02-Jan-13;  -   -;  -   -;27-Nov-11;  -   -;0;;0;0;0;16.9;4.37;0;0;0;8853301144902;03-Feb-16 06:56:29;0
PF-101;PF-101 TEMPAT MAKAN SMALL;;;;20;PCS;0;550;242;1;3196;9000;9000;6000;0;0;10;0;FALSE;181.6;0;17-Jan-17;  -   -;  -   -;26-Jul-11;  -   -;0;;0;0;0;181.6;87.73;0;0;0;PF-101;03-Feb-16 06:56:29;0
INFLIGHT;INFLIGHT 550 GR;;;;1;PCS;0;3;3;1;455625;640000;625000;675000;0;0;0;0;FALSE;40.47;0;13-Jan-17;  -   -;  -   -;17-Nov-11;  -   -;0;;0;0;0;37.17;48.15;0;0;0;INFLIGHT;03-Feb-16 06:56:29;0
11;PENGANGON 11 TALI JUMBO;;;;14;PCS;0;60;19;1;19500;35000;33000;25500;0;0;0;0;FALSE;79.49;0;11-Sep-16;  -   -;  -   -;01-Jun-11;  -   -;0;;0;0;0;69.23;30.77;0;0;0;11;03-Feb-16 06:56:29;0
72;PENGANGON 72 TALI + HARNESS S;;;;14;PCS;0;0;0;1;24000;43000;40000;31500;0;0;0;0;FALSE;79.17;0;29-Sep-15;  -   -;  -   -;01-Jun-11;  -   -;0;;0;0;0;66.67;31.25;0;0;0;72;03-Feb-16 06:56:29;0
78;PENGANGON 78  COLLAR SMALL;;;;14;PCS;0;120;86;1;3650;15000;15000;10500;0;0;0;0;FALSE;311.5;0;21-Dec-16;  -   -;  -   -;06-Dec-11;  -   -;0;;0;0;0;311.5;188.05;0;0;0;78;03-Feb-16 06:56:29;0
71;PENGANGON 71 TALI + HARNESS;;;;14;PCS;0;0;9;1;31500;58000;55000;41000;0;0;0;0;FALSE;84.13;0;26-Nov-16;  -   -;  -   -;01-Jun-11;  -   -;0;;0;0;0;74.6;30.16;0;0;0;71;03-Feb-16 06:56:29;0
BELL-KUNINGAN;BELL KUNINGAN S;;;;14;CS;0;0;0;1;5000;10000;10000;7000;0;0;0;0;FALSE;100;0;04-Jun-14;  -   -;  -   -;29-Mar-11;  -   -;0;;0;0;0;100;40;0;0;0;BELL-KUNINGAN;03-Feb-16 06:56:29;0
BELL-WL;BELL WARNA L;;;;14;PCS;0;0;0;1;3500;7000;7000;5000;0;0;0;0;FALSE;100;0;15-Aug-14;  -   -;  -   -;29-Mar-11;  -   -;0;;0;0;0;100;42.86;0;0;0;BELL-WL;03-Feb-16 06:56:29;0
BELL-WM;BELL WARNA M;;;;14;PCS;0;0;0;1;2500;6000;6000;3500;0;0;0;0;FALSE;140;0;10-Mar-15;  -   -;  -   -;29-Mar-11;  -   -;0;;0;0;0;140;40;0;0;0;BELL-WM;03-Feb-16 06:56:29;0
8851759961102;JERHIGH CHICKEN N LIVER 150 GR;;;;3;PCS;0;0;9;1;9000;15000;15000;12000;0;0;0;0;FALSE;66.67;0;30-Sep-16;  -   -;  -   -;29-Mar-11;  -   -;0;;0;0;0;66.67;33.33;0;0;0;8851759961102;03-Feb-16 06:56:29;0
8851759931013;JERHIGH CARROT 100 GR;;;;3;PCS;0;0;4;1;18000;26000;26000;23000;0;0;0;0;FALSE;44.44;0;06-Oct-16;  -   -;  -   -;08-Jul-11;  -   -;0;;0;0;0;44.44;27.78;0;0;0;8851759931013;03-Feb-16 06:56:29;0
8851759961133;JERHIGH CHICKEN GRILLED 150 GR;;;;3;PCS;0;0;5;1;13500;15000;15000;14500;0;0;0;0;FALSE;11.11;0;05-Oct-16;  -   -;  -   -;29-Mar-11;  -   -;0;;0;0;0;11.11;7.41;0;0;0;8851759961133;03-Feb-16 06:56:29;0
8851759961126;JERHIGH CHICKEN CRUMBLE 150 GR;;;;3;PCS;0;0;0;1;13500;15000;15000;14500;0;0;0;0;FALSE;11.11;0;26-Feb-12;  -   -;  -   -;29-Mar-11;  -   -;0;;0;0;0;11.11;7.41;0;0;0;8851759961126;03-Feb-16 06:56:29;0
9557837980223;NAT-176 NATURAL SEAWEED CALCIUM;;;;3;PCS;0;0;0;1;61250;105000;95000;82000;0;0;0;0;FALSE;71.43;0;19-Jun-14;  -   -;  -   -;10-Dec-11;  -   -;0;NP-12;0;0;0;55.1;33.88;0;0;0;9557837980223;03-Feb-16 06:56:29;0
NP-12;NATURAL PET 12 PCS;;;;27;PCS;0;0;0;1;18000;19000;19000;19000;0;0;0;0;FALSE;5.56;0;02-Aug-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;5.56;5.56;0;0;0;NP-12;03-Feb-16 06:56:29;0
INDODOG-24;INDODOG EDISI 24 MARET 11;;;;9;PCS;0;0;0;1;24000;30000;30000;30000;0;0;0;0;FALSE;25;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;25;0;0;0;INDODOG-24;03-Feb-16 06:56:29;0
25;PENGANGON 25 RANTAI LEHER;;;;14;PCS;0;0;0;1;5000;25000;23000;17500;0;0;0;0;FALSE;400;0;12-Oct-14;  -   -;  -   -;30-Mar-11;  -   -;0;;0;0;0;360;250;0;0;0;25;03-Feb-16 06:56:29;0
26;PENGANGON 26 RANTAI LEHER;;;;14;PCS;0;0;2;1;4266.2338;16000;16000;11000;0;0;0;0;FALSE;275.04;0;30-Jul-16;  -   -;  -   -;30-Mar-11;  -   -;0;;0;0;0;275.04;157.84;0;0;0;26;03-Feb-16 06:56:29;0
27;PENGANGON 27 RANTAI LEHER;;;;14;PCS;0;0;3;1;4000;14000;14000;9500;0;0;0;0;FALSE;250;0;15-Jun-16;  -   -;  -   -;30-Mar-11;  -   -;0;;0;0;0;250;137.5;0;0;0;27;03-Feb-16 06:56:29;0
5021284190633;SUSU LACTOL 250 GR;;;;2;PCS;0;0;0;1;84700;120000;110000;98000;0;0;0;0;FALSE;41.68;0;16-Sep-13;  -   -;  -   -;28-Oct-11;  -   -;0;;0;0;0;29.87;15.7;0;0;0;5021284190633;03-Feb-16 06:56:29;0
4976555837933;HB-93 83793 HOME BEAUTY DOGGYMAN;;;;2;PCS;0;0;0;1;43000;70000;65000;53000;0;0;0;0;FALSE;62.79;0;11-Mar-15;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;51.16;23.26;0;0;0;4976555837933;03-Feb-16 06:56:29;0
4976555837957;83795 HOME BEAUTY RUBBER BRUSH;;;;2;PCS;0;0;0;1;33600;55000;50000;40000;0;0;0;0;FALSE;63.69;0;28-Apr-14;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;48.81;19.05;0;0;0;4976555837957;03-Feb-16 06:56:29;0
4976555839289;83928 DOGGYMAN COMB MINI;;;;2;PCS;0;0;1;1;33275;45000;40000;36000;0;0;0;0;FALSE;35.24;0;30-May-16;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;20.21;8.19;0;0;0;4976555839289;03-Feb-16 06:56:29;0
2010070021605;KANDILA LONG CHAIN R-2160;;;;2;PCS;0;0;0;1;12225;30000;30000;20000;0;0;0;0;FALSE;145.4;0;  -   -;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;145.4;63.6;0;0;0;2010070021605;03-Feb-16 06:56:29;0
4711871375062;KANDILA NYLON CHEW BONE SBN-06B-PG;;;;2;PCS;0;0;0;1;27700;40000;37000;32000;0;0;0;0;FALSE;44.4;0;20-Nov-12;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;33.57;15.52;0;0;0;4711871375062;03-Feb-16 06:56:29;0
4711871375123;KANDILA NYLON BONE SBN-06B-RS;;;;2;PCS;0;0;0;1;28450;40000;37000;32000;0;0;0;0;FALSE;40.6;0;15-May-12;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;30.05;12.48;0;0;0;4711871375123;03-Feb-16 06:56:29;0
CSB-3010-0;CSB-3010-0 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;24-Oct-12;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSB-3010-0;03-Feb-16 06:56:29;0
CSB-3010-1;CSB-3010-1 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;17-Aug-12;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSB-3010-1;03-Feb-16 06:56:29;0
CSB-3010-2;CSB-3010-2 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;04-Aug-14;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSB-3010-2;03-Feb-16 06:56:29;0
CSB-3010-3;CSB-3010-3 SEPATU;;;;2;PCS;0;0;1;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;15-Nov-16;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSB-3010-3;03-Feb-16 06:56:29;0
CSB-3010-4;CSB-3010-4 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;29-May-14;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSB-3010-4;03-Feb-16 06:56:29;0
CSA-3106-0;CSA-3106-0 SEPATU;;;;2;;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;14-Mar-15;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3106-0;03-Feb-16 06:56:29;0
CSA-3106-1;CSA-3106-1 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;03-Oct-14;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3106-1;03-Feb-16 06:56:29;0
CSA-3106-2;CSA-3106-2;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;04-Jul-12;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3106-2;03-Feb-16 06:56:29;0
CSA-3106-3;CSA-3106-3 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;11-Jul-13;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3106-3;03-Feb-16 06:56:29;0
CSA-3106-4;CSA-3106-4 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;10-Feb-13;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3106-4;03-Feb-16 06:56:29;0
CSA-3108-0;CSA-3108-0 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;16-May-15;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3108-0;03-Feb-16 06:56:29;0
CSA-3108-1;CSA-3108-1 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;23-Nov-13;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3108-1;03-Feb-16 06:56:29;0
CSA-3108-2;CSA-3108-2 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;25-Jul-14;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3108-2;03-Feb-16 06:56:29;0
CSA-3108-3;CSA-3108-3 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;13-May-14;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3108-3;03-Feb-16 06:56:29;0
CSA-3108-4;CSA-3108-4 SEPATU;;;;2;PCS;0;0;0;1;55000;80000;76000;65000;0;0;0;0;FALSE;45.45;0;15-Mar-14;  -   -;  -   -;31-Mar-11;  -   -;0;;0;0;0;38.18;18.18;0;0;0;CSA-3108-4;03-Feb-16 06:56:29;0
