kode;diskripsi;lokasi;merk;warna;dept;satuan;jmlawal;jmlbeli;jmljual;reorder;hpp;hrgjual1;hrgjual2;hrgjual3;jmlrbeli;jmlrjual;jmldvplus;jmldvmin;noninv;untung;ppn;lsttgl;lstven;lsttgldev;lsttglbl;lsttgljl;boxrol;koderelasi;prosen;batassup;hrgjual4;untung2;untung3;cekpakai;batas1;batas2;barcode;tglrevisi;catrevisi
035585775241;ASFB1 LARGE KONG AIR DOG FOOTBALL;;;;2;PCS;0;0;1;1;95900;150000;145000;112500;0;0;0;0;FALSE;56.41;0;10-Apr-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;51.2;17.31;0;0;0;035585775241;03-Feb-16 06:56:29;0
4719869532206;H-220 PET WATER FEEDER;;;;2;PCS;0;12;1;1;71900;110000;105000;83000;0;0;0;0;FALSE;52.99;0;19-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;46.04;15.44;0;0;0;4719869532206;03-Feb-16 06:56:29;0
4719869531070;H107 WATER SUCKER 200 ML;;;;2;PCS;0;0;0;1;32000;55000;50000;42000;0;0;0;0;FALSE;71.88;0;18-Dec-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;56.25;31.25;0;0;0;4719869531070;03-Feb-16 06:56:29;0
QD-1;QD-1 METRO AIR FORCE DRYER;;;;2;PCS;0;0;0;1;1320000;1750000;1700000;1450000;0;0;0;0;FALSE;32.58;0;18-Jan-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;28.79;9.85;0;0;0;QD-1;03-Feb-16 06:56:29;0
NATURALIS-AD1;NATURALIS ADLT DOG 1 KG;;;;27;KG;0;0;0;1;26000;30000;30000;30000;0;0;0;0;FALSE;15.38;0;18-Sep-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;15.38;15.38;0;0;0;NATURALIS-AD1;03-Feb-16 06:56:29;0
4976555854992;DOGGYMAN 85499 RUBBER BALL;;;;2;PCS;0;0;1;1;25300;40000;36000;30000;0;0;0;0;FALSE;58.1;0;01-Jul-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.29;18.58;0;0;0;4976555854992;03-Feb-16 06:56:29;0
4976555851113;DOGGYMAN 85111 LITTLE DUMBELL;;;;2;PCS;0;0;0;1;12500;25000;25000;16000;0;0;0;0;FALSE;100;0;18-Jul-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;28;0;0;0;4976555851113;03-Feb-16 06:56:29;0
4976555851106;DOGGYMAN 85110 SOCCER BALL;;;;2;PCS;0;0;0;1;12500;25000;25000;16000;0;0;0;0;FALSE;100;0;22-Feb-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;28;0;0;0;4976555851106;03-Feb-16 06:56:29;0
094922017819;ANGELS EYES NATURAL 75 GR;;;;2;BTL;0;0;0;1;225000;260000;250000;235000;0;0;0;0;FALSE;15.56;0;01-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;11.11;4.44;0;0;0;094922017819;03-Feb-16 06:56:29;0
094922196569;ANGELS EYES SWEET POTATO 120 GR;;;;2;PCS;0;0;0;1;486000;550000;540000;510000;0;0;0;0;FALSE;13.17;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;11.11;4.94;0;0;0;094922196569;03-Feb-16 06:56:29;0
094922113337;ANGELS EYES CHICKEN 60 GR;;;;2;BTL;0;0;0;1;342000;390000;380000;365000;0;0;0;0;FALSE;14.04;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;11.11;6.73;0;0;0;094922113337;03-Feb-16 06:56:29;0
094922113320;ANGELS EYES CHICKEN 30 GR;;;;2;BTL;0;0;0;1;210000;260000;255000;225000;0;0;0;0;FALSE;23.81;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;21.43;7.14;0;0;0;094922113320;03-Feb-16 06:56:29;0
094922196552;ANGELS EYES SWEET POTATO 30 GR;;;;2;BTL;0;0;0;1;210000;260000;255000;225000;0;0;0;0;FALSE;23.81;0;22-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;21.43;7.14;0;0;0;094922196552;03-Feb-16 06:56:29;0
4976555854886;DOGGYMAN 85488 CANDY CHEW RUBBER;;;;2;PCS;0;0;1;1;22800;40000;40000;30000;0;0;0;0;FALSE;75.44;0;05-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;75.44;31.58;0;0;0;4976555854886;03-Feb-16 06:56:29;0
4976555856156;DOGGYMAN 85615MINI ANIMAL CAT;;;;2;PCS;0;0;0;1;11000;21000;21000;15000;0;0;0;0;FALSE;90.91;0;23-Nov-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;90.91;36.36;0;0;0;4976555856156;03-Feb-16 06:56:29;0
4976555856163;DOGGYMAN 85616 MINI ANIMAL MOUSE;;;;2;PCS;0;0;0;1;11000;22000;22000;15000;0;0;0;0;FALSE;100;0;29-Jul-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;36.36;0;0;0;4976555856163;03-Feb-16 06:56:29;0
4976555856149;DOGGYMAN 85614 MINI MOUSE;;;;2;PCS;0;0;0;1;11000;22000;22000;16000;0;0;0;0;FALSE;100;0;22-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;45.45;0;0;0;4976555856149;03-Feb-16 06:56:29;0
4976555854855;DOGGYMAN 85485 CANDY CHEW RUBBER;;;;2;PCS;0;0;0;1;22800;40000;40000;30000;0;0;0;0;FALSE;75.44;0;16-Nov-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;75.44;31.58;0;0;0;4976555854855;03-Feb-16 06:56:29;0
4976555851137;DOGGYMAN 85113 SPIKY BALL;;;;2;PCS;0;0;0;1;13500;25000;25000;17000;0;0;0;0;FALSE;85.19;0;18-May-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;85.19;25.93;0;0;0;4976555851137;03-Feb-16 06:56:29;0
4976555856194;DOGGYMAN 85619 MINI ANIMAL PANDA;;;;2;PCS;0;0;0;1;11000;22000;22000;16000;0;0;0;0;FALSE;100;0;21-May-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;45.45;0;0;0;4976555856194;03-Feb-16 06:56:29;0
4976555856200;DOGGYMAN 85620 MINI ANIMAL PINGIUN;;;;2;PCS;0;0;0;1;11000;22000;22000;16000;0;0;0;0;FALSE;100;0;13-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;45.45;0;0;0;4976555856200;03-Feb-16 06:56:29;0
4976555856187;DOGGYMAN 85618 MINI ANIMAL MONKEY;;;;2;PCS;0;0;0;1;11000;22000;22000;16000;0;0;0;0;FALSE;100;0;01-Sep-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;45.45;0;0;0;4976555856187;03-Feb-16 06:56:29;0
85484;85484 DOGGYMAN CANDY CHEW RUBBER;;;;2;PCS;0;0;0;1;12500;25000;25000;17500;0;0;0;0;FALSE;100;0;06-Apr-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;40;0;0;0;4976555854848;03-Feb-16 06:56:29;0
4976555854893;DOGGYMAN 85489 CANDY CHEW RUBBER;;;;2;PCS;0;0;0;1;33300;55000;50000;43500;0;0;0;0;FALSE;65.17;0;16-Aug-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;50.15;30.63;0;0;0;4976555854893;03-Feb-16 06:56:29;0
85486;85486 DOGGYMAN CANDYCHEW RUBBER;;;;2;PCS;0;0;0;1;33300;55000;50000;43500;0;0;0;0;FALSE;65.17;0;29-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;50.15;30.63;0;0;0;85486;03-Feb-16 06:56:29;0
4976555856217;85621 DOGGYMAN CHICKEN;;;;2;PCS;0;0;0;1;11000;22000;22000;16000;0;0;0;0;FALSE;100;0;22-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;45.45;0;0;0;4976555856217;03-Feb-16 06:56:29;0
AFTD-3;AFTD-3 METRO BLOWER COMMANDER;;;;2;PCS;0;0;1;1;2640000;3350000;3300000;2950000;0;0;0;0;FALSE;26.89;0;16-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;11.74;0;0;0;AFTD-3;03-Feb-16 06:56:29;0
B3;B3 BLOWER METRO AF BLASTER;;;;2;PCS;0;0;0;1;2970000;3800000;3700000;3300000;0;0;0;0;FALSE;27.95;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;24.58;11.11;0;0;0;B3;03-Feb-16 06:56:29;0
MB-3;MB-3 METRO BLOWER MASTER BLASTER;;;;2;PCS;0;0;0;1;5060000;6300000;6200000;5400000;0;0;0;0;FALSE;24.51;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;22.53;6.72;0;0;0;MB-3;03-Feb-16 06:56:29;0
NBF-08001;NBF-08001 MEJA GROOMING;;;;2;PCS;0;0;0;1;1040000;1380000;1330000;1190000;0;0;0;0;FALSE;32.69;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;27.88;14.42;0;0;0;NBF-08001;03-Feb-16 06:56:29;0
029695246272;LA-PM24627 PETMATE FEEDER 3 LB 6 PK;;;;2;PCS;0;0;0;1;119000;160000;150000;135000;0;0;0;0;FALSE;34.45;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;26.05;13.45;0;0;0;029695246272;03-Feb-16 06:56:29;0
029695246067;LA-PM24606 PETMATE FEEDER 12 LB 4P;;;;2;PCS;0;0;0;1;200000;255000;245000;220000;0;0;0;0;FALSE;27.5;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;22.5;10;0;0;0;029695246067;03-Feb-16 06:56:29;0
029695246050;LA-PM24605 PETMATE FEEDER 12LB 4P;;;;2;PCS;0;0;0;1;200000;255000;245000;220000;0;0;0;0;FALSE;27.5;0;10-Jul-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;22.5;10;0;0;0;029695246050;03-Feb-16 06:56:29;0
4905009736324;HLC-BY HEALTY STEP BEEF N VEGETABLE;;;;2;PCS;0;0;0;1;13634;17000;17000;15000;0;0;0;0;FALSE;24.69;0;14-Oct-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;24.69;10.02;0;0;0;4905009736324;03-Feb-16 06:56:29;0
4905009736317;HLC-B BEEF HEALTY STEP 2;;;;2;PCS;0;0;0;1;13634;17000;17000;15000;0;0;0;0;FALSE;24.69;0;16-Oct-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;24.69;10.02;0;0;0;4905009736317;03-Feb-16 06:56:29;0
P-811-1;P-811-1 BRANGUS LARGEST;;;;2;PCS;0;0;1;1;31000;45000;42000;36000;0;0;0;0;FALSE;45.16;0;12-Feb-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;35.48;16.13;0;0;0;P-811-1;03-Feb-16 06:56:29;0
P-8131;P-813 BRANGUS MEDIUM;;;;2;PCS;0;0;0;1;18000;33000;31000;22000;0;0;0;0;FALSE;83.33;0;21-Oct-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;72.22;22.22;0;0;0;P-813;03-Feb-16 06:56:29;0
P-811;P-811 BRANGUS EXTENDED LARGE;;;;2;PCS;0;0;0;1;25300;38000;36000;30000;0;0;0;0;FALSE;50.2;0;27-Mar-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.29;18.58;0;0;0;P-811;03-Feb-16 06:56:29;0
P-812;P-812 BRANGUS LARGE;;;;2;PCS;0;0;8;1;22000;35000;33000;26000;0;0;0;0;FALSE;59.09;0;16-Aug-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;50;18.18;0;0;0;P-812;03-Feb-16 06:56:29;0
P-812-1;P-812-1 BRANGUS EXTENDED MEDIUM;;;;2;PCS;0;0;16;1;19250;34000;32000;23000;0;0;0;0;FALSE;76.62;0;03-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;66.23;19.48;0;0;0;P-812-1;03-Feb-16 06:56:29;0
P-814;P-814 BRANGUS SMALLER;;;;2;PCS;0;0;0;1;15000;29000;27000;19000;0;0;0;0;FALSE;93.33;0;03-Jan-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;80;26.67;0;0;0;P-814;03-Feb-16 06:56:29;0
P-813-1;P-813-1 BRANGUS SMALL;;;;2;PCS;0;0;0;1;16000;30000;28000;20000;0;0;0;0;FALSE;87.5;0;12-Jul-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;75;25;0;0;0;P-813-1;03-Feb-16 06:56:29;0
P-814-1;P-814-1 BRANGUS SMALLEST;;;;2;PCS;0;0;0;1;14000;28000;26000;18000;0;0;0;0;FALSE;100;0;15-Sep-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;85.71;28.57;0;0;0;P-814-1;03-Feb-16 06:56:29;0
837797004832;PET CAGE SUITE 19 00483;;;;2;PCS;0;0;0;1;180448;240000;230000;205000;0;0;0;0;FALSE;33;0;02-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;27.46;13.61;0;0;0;837797004832;03-Feb-16 06:56:29;0
837797004870;00487 PET CAGE SUITE 23;;;;2;PCS;0;0;0;1;254080;330000;315000;285000;0;0;0;0;FALSE;29.88;0;11-Dec-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;23.98;12.17;0;0;0;837797004870;03-Feb-16 06:56:29;0
837797004894;00489 PET CAGE / KENNEL SUITE 26;;;;2;PCS;0;0;0;1;437466;580000;560000;485000;0;0;0;0;FALSE;32.58;0;30-Oct-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;28.01;10.87;0;0;0;837797004894;03-Feb-16 06:56:29;0
837797004917;00491 PET CAGE / KENNEL SUITE 32;;;;2;PCS;0;0;0;1;693794;950000;920000;750000;0;0;0;0;FALSE;36.93;0;27-May-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;32.6;8.1;0;0;0;837797004917;03-Feb-16 06:56:29;0
PETSUITE-40;PET KENNEL SUITE CARGO 40;;;;2;PCS;0;0;0;1;1089087;1900000;1850000;1300000;0;0;0;0;FALSE;74.46;0;14-Dec-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;69.87;19.37;0;0;0;PETSUITE-40;03-Feb-16 06:56:29;0
029695211034;PETMATE VARI KENNEL SM FASH 21103;;;;2;PCS;0;0;0;1;529000;680000;650000;600000;0;0;0;0;FALSE;28.54;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;22.87;13.42;0;0;0;029695211034;03-Feb-16 06:56:29;0
029695212772;PETMATE KENNEL CAB FASHION 21277;;;;2;PCS;0;0;0;1;574000;850000;820000;650000;0;0;0;0;FALSE;48.08;0;02-Jul-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;13.24;0;0;0;029695212772;03-Feb-16 06:56:29;0
029695212994;PETMATE KENNEL CAB FASHION MED 21299;;;;2;PCS;0;0;0;1;421000;540000;510000;475000;0;0;0;0;FALSE;28.27;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;21.14;12.83;0;0;0;029695212994;03-Feb-16 06:56:29;0
029695212697;PETMATE KENNEL CAN MED 21269;;;;2;PCS;0;0;0;1;421000;540000;510000;475000;0;0;0;0;FALSE;28.27;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;21.14;12.83;0;0;0;029695212697;03-Feb-16 06:56:29;0
029695215612;PETMATE VARI KENNEL ULTRA FASH 21561;;;;2;PCS;0;0;0;1;750000;1000000;950000;850000;0;0;0;0;FALSE;33.33;0;17-Nov-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;26.67;13.33;0;0;0;029695215612;03-Feb-16 06:56:29;0
029695215629;PETMATE VARI KENNEL ULTRA FASH 21562;;;;2;PCS;0;0;1;1;1021000;1500000;1450000;1160000;0;0;0;0;FALSE;46.91;0;17-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.02;13.61;0;0;0;029695215629;03-Feb-16 06:56:29;0
029695215643;21564 PETMATE VARI KENNEL ULTRA FASH;;;;2;PCS;0;0;0;1;1828000;2800000;2750000;2050000;0;0;0;0;FALSE;53.17;0;29-Oct-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;50.44;12.14;0;0;0;029695215643;03-Feb-16 06:56:29;0
81501041301;SH ANIMALE FLUFFY LONG HAIR 5 LTR;;;;44;GALON;0;0;6;1;216150;390000;375000;393000;0;0;0;0;FALSE;80.43;0;26-Sep-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;73.49;81.82;0;0;0;81501041301;03-Feb-16 06:56:29;0
81501041303;SH ANIMALE MEDICATED 5 LTR;;;;44;GALON;0;0;7;1;231000;420000;400000;420000;0;0;0;0;FALSE;81.82;0;01-Jun-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;73.16;81.82;0;0;0;81501041303;03-Feb-16 06:56:29;0
81501041304;SH ANIMALE FLEA N TICK 5 LTR;;;;44;GALON;0;0;10;1;231000;420000;400000;420000;0;0;0;0;FALSE;81.82;0;09-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;73.16;81.82;0;0;0;81501041304;03-Feb-16 06:56:29;0
81501041306;SH ANIMALE OATMEAL 5 LTR;;;;44;GALON;0;0;8;1;216150;390000;375000;393000;0;0;0;0;FALSE;80.43;0;28-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;73.49;81.82;0;0;0;81501041306;03-Feb-16 06:56:29;0
81501041305;SH ANIMALE WHITENING 5 LTR;;;;44;GALON;0;0;3;1;216150;390000;375000;393000;0;0;0;0;FALSE;80.43;0;14-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;73.49;81.82;0;0;0;81501041305;03-Feb-16 06:56:29;0
81501041302;SH ANIMALE 2 IN 1 5 LTR;;;;44;GALON;0;0;2;1;216150;390000;375000;393000;0;0;0;0;FALSE;80.43;0;16-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;73.49;81.82;0;0;0;81501041302;03-Feb-16 06:56:29;0
8853301200547;PEDIGREE DENTA STICK 20 GR;;;;27;PCS;0;0;0;1;1000;3000;3000;3000;0;0;0;0;FALSE;200;0;29-Mar-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;200;200;0;0;0;8853301200547;03-Feb-16 06:56:29;0
EP-ADPS-30;EAGLE PACK ADLT SMALL BREED PORK 30 LB;;;;1;SAK;0;0;0;1;458500;595000;580000;655000;0;0;0;0;FALSE;29.77;0;21-Jan-15;  -   -;  -   -;  -   -;  -   -;0;EP-ASB1;0;0;0;26.5;42.86;0;0;0;EP-ADPS-30;03-Feb-16 06:56:29;0
3760064710341;SH ANJU BEAUTE BLANCHEUR 500 ML;;;;1;BTL;0;12;4;1;245000;340000;330000;350000;0;0;0;0;FALSE;38.78;0;30-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;34.69;42.86;0;0;0;3760064710341;03-Feb-16 06:56:29;0
8994571016350;BIS FRONT SPRAY 100 ML;;;;1;PCS;0;10;8;1;56400;85000;80000;94000;0;0;0;0;FALSE;50.71;0;07-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;41.84;66.67;0;0;0;8994571016350;03-Feb-16 06:56:29;0
SERIES-H1;PRO SERIES HOLISTIC 1 KG;;;;27;KG;0;0;0;1;40000;50000;50000;50000;0;0;0;0;FALSE;25;0;03-Jul-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;25;0;0;0;SERIES-H1;03-Feb-16 06:56:29;0
IS-DOG10;IN SUPPLEMENT DOG 10 PCS;;;;27;PCS;0;0;0;1;7500;15000;15000;15000;0;0;0;0;FALSE;100;0;24-Mar-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;100;0;0;0;IS-DOG10;03-Feb-16 06:56:29;0
AH-HM;AH-HM BLOWER HMI;;;;1;PCS;0;0;1;1;1110000;1750000;1700000;1750000;0;0;0;0;FALSE;57.66;0;08-Mar-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;53.15;57.66;0;0;0;AH-HM;03-Feb-16 06:56:29;0
IS-CAT10;IN SUPPLEMENT CAT 10 PCS;;;;27;PCS;0;0;0;1;10000;20000;20000;20000;0;0;0;0;FALSE;100;0;29-Mar-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;100;0;0;0;IS-CAT10;03-Feb-16 06:56:29;0
TAKTIC;TAKTIC AMITRASE 30 ML;;;;3;BTL;0;0;0;1;32000;43000;41000;36000;0;0;0;0;FALSE;34.38;0;04-Nov-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;28.13;12.5;0;0;0;TAKTIC;03-Feb-16 06:56:29;0
ACANA-PSB6.8;ACANA PUPPY SMALL BREED 6.8 KG;;;;13;SAK;0;0;9;1;405611.08;640000;630000;710000;0;0;0;0;FALSE;57.79;0;19-Jan-17;  -   -;  -   -;  -   -;  -   -;0;ACANA-PSB1;0;0;0;55.32;75.04;0;0;0;ACANA-PSB6.8;03-Feb-16 06:56:29;0
HB-S;HB-S HARNESS BAJU SMALL;;;;23;PCS;0;0;0;1;21250;40000;35000;30000;0;0;0;0;FALSE;88.24;0;17-Dec-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;64.71;41.18;0;0;0;HB-S;03-Feb-16 06:56:29;0
HB-L;HB-L HARNESS BAJU LARGE;;;;23;PCS;0;0;0;1;25500;50000;45000;35000;0;0;0;0;FALSE;96.08;0;17-Dec-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;76.47;37.25;0;0;0;HB-L;03-Feb-16 06:56:29;0
RC-MJ1;RC MEDIUM JUNIOR 1 KG;;;;27;KG;0;0;0;1;44000;57000;57000;57000;0;0;0;0;FALSE;29.55;0;16-Jan-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;29.55;29.55;0;0;0;RC-MJ1;03-Feb-16 06:56:29;0
692358954557;KITTY SAND 3.8 LT;;;;44;PCS;0;0;309;1;30000;48000;45000;40000;0;0;0;0;FALSE;60;0;23-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;50;33.33;0;0;0;692358954557;03-Feb-16 06:56:29;0
6987642990286;KITTY SAND 7.6 LTR;;;;44;BAG;0;0;4;1;51000;92000;87000;67000;0;0;0;0;FALSE;80.39;0;04-Mar-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;70.59;31.37;0;0;0;6987642990286;03-Feb-16 06:56:29;0
P-858;P-858 SEROK;;;;44;PCS;0;0;0;1;7000;11000;11000;8500;0;0;0;0;FALSE;57.14;0;12-Mar-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;57.14;21.43;0;0;0;P-858;03-Feb-16 06:56:29;0
P-621;P-621 SEROK ANIMALE;;;;44;PCS;0;0;0;1;5500;11000;11000;7000;0;0;0;0;FALSE;100;0;15-Nov-13;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;100;27.27;0;0;0;P-621;03-Feb-16 06:56:29;0
P-670;P-670 SEROK ANIMALE;;;;44;PCS;0;0;12;1;6600;12000;12000;8000;0;0;0;0;FALSE;81.82;0;19-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;81.82;21.21;0;0;0;P-670;03-Feb-16 06:56:29;0
P-605;P-605 SEROK ANIMALE;;;;44;PCS;0;0;0;1;7000;10000;10000;8000;0;0;0;0;FALSE;42.86;0;28-Feb-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;14.29;0;0;0;P-605;03-Feb-16 06:56:29;0
P-550;P-550 SEROK ANIMALE;;;;44;PCS;0;0;0;1;6500;10000;10000;7500;0;0;0;0;FALSE;53.85;0;16-Jul-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;53.85;15.38;0;0;0;P-550;03-Feb-16 06:56:29;0
8886399280467;CATS TUNA N CHICKEN 80 GR;;;;24;PCS;0;0;21;1;11200;14000;14000;17000;0;0;0;0;FALSE;25;0;27-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;51.79;0;0;0;8886399280467;03-Feb-16 06:56:29;0
8886399280474;CATS TUNA N SHIRASU 80 GR;;;;24;CAN;0;0;0;1;11200;14000;14000;17000;0;0;0;0;FALSE;25;0;08-Sep-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;51.79;0;0;0;8886399280474;03-Feb-16 06:56:29;0
8886399280481;CATS TUNA N SHRIMP 80 GR;;;;24;CAN;0;0;34;1;11200;14000;14000;17000;0;0;0;0;FALSE;25;0;04-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;51.79;0;0;0;8886399280481;03-Feb-16 06:56:29;0
8886399280498;CATS TUNA N KATSUOBUSHI 80 GR;;;;24;CAN;0;0;2;1;11200;14000;14000;17000;0;0;0;0;FALSE;25;0;20-Jul-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;51.79;0;0;0;8886399280498;03-Feb-16 06:56:29;0
8886399280504;CATS TUNA N VEGETABLE 80 GR;;;;24;CAN;0;0;15;1;11200;14000;14000;17000;0;0;0;0;FALSE;25;0;12-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;51.79;0;0;0;8886399280504;03-Feb-16 06:56:29;0
8886399280511;CATS TUNA N CRAB 80 GR;;;;24;CAN;0;0;30;1;11200;14000;14000;17000;0;0;0;0;FALSE;25;0;04-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;51.79;0;0;0;8886399280511;03-Feb-16 06:56:29;0
8886399280528;CATS TUNA N CHEESE 80 GR;;;;24;CAN;0;0;29;1;11198.68;14000;14000;17000;0;0;0;0;FALSE;25.01;0;04-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25.01;51.8;0;0;0;8886399280528;03-Feb-16 06:56:29;0
8886399280160;CATS MACKEREL IN PRAWN JELLY 400 GR;;;;24;CAN;0;0;0;1;11200;13000;13000;12000;0;0;0;0;FALSE;16.07;0;07-Jul-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;16.07;7.14;0;0;0;8886399280160;03-Feb-16 06:56:29;0
8886399280153;CATS TUNA 400 GR;;;;24;CAN;0;0;0;1;11200;13000;13000;12000;0;0;0;0;FALSE;16.07;0;02-Jun-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;16.07;7.14;0;0;0;8886399280153;03-Feb-16 06:56:29;0
8886399280177;CATS SARDINE IN SALMON JELLY 400 GR;;;;24;CAN;0;0;0;1;11200;13000;13000;12000;0;0;0;0;FALSE;16.07;0;23-Jun-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;16.07;7.14;0;0;0;8886399280177;03-Feb-16 06:56:29;0
8886399280184;CATS SEAFOOD PLATER 400 GR;;;;24;CAN;0;0;0;1;11200;13000;13000;12000;0;0;0;0;FALSE;16.07;0;28-Jun-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;16.07;7.14;0;0;0;8886399280184;03-Feb-16 06:56:29;0
8886399280122;CATS WHOLE FISH IN SHRIMP 400 GR;;;;24;CAN;0;0;0;1;11200;13000;13000;12000;0;0;0;0;FALSE;16.07;0;16-Mar-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;16.07;7.14;0;0;0;8886399280122;03-Feb-16 06:56:29;0
8886399280115;CATS FISHERMAN BASKET IN SEAFOOD 400 G;;;;24;CAN;0;0;0;1;11200;13000;13000;12000;0;0;0;0;FALSE;16.07;0;25-May-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;16.07;7.14;0;0;0;8886399280115;03-Feb-16 06:56:29;0
