"UNI-AC1","UNIVERSAL ADLT CAT 1 KG","","","",27,"KG",0.00,0.00,434.00,1.00,14900.0000,25000.0000,25000.0000,25000.0000,0.00,0.00,0.00,0.00,F,67.79,0,11/17/2016,/  /,/  /,/  /,/  /,0.00,"",0.00,0,0.0000,67.79,67.79,0,0,0,"UNI-AC1",02/03/2016 06:56:29,0
"PRIME-AC1","PRIME CHOICE ADLT CAT 1 KG","","","",27,"KG",0.00,0.00,0.00,1.00,35000.0000,37000.0000,37000.0000,37000.0000,0.00,0.00,0.00,0.00,F,5.71,0,01/02/2014,/  /,/  /,/  /,/  /,0.00,"PRIME-AC1",0.00,0,0.0000,5.71,5.71,0,0,0,"PRIME-AC1",02/03/2016 06:56:29,0
"WHS-1","WHISKAS ADLT CAT 1 KG","","","",27,"KG",0.00,0.00,0.00,1.00,31000.0000,35000.0000,35000.0000,35000.0000,0.00,0.00,0.00,0.00,F,12.90,0,10/06/2013,/  /,/  /,/  /,/  /,0.00,"",0.00,0,0.0000,12.90,12.90,0,0,0,"WHS-1",02/03/2016 06:56:29,0
"BETTER-AC1","BETTER ADLT CAT 1 KG","","","",27,"KG",0.00,0.00,0.00,1.00,16348.0000,24000.0000,24000.0000,24000.0000,0.00,0.00,0.00,0.00,F,46.81,0,11/10/2014,/  /,/  /,/  /,/  /,0.00,"",0.00,0,0.0000,46.81,46.81,0,0,0,"BETTER-AC1",02/03/2016 06:56:29,0
"MEO-AC1","MEO ADLT CAT 1 KG","","","",27,"KG",0.00,0.00,286.00,1.00,29600.0000,39000.0000,39000.0000,39000.0000,0.00,0.00,138.00,0.00,F,31.76,0,11/17/2016,/  /,/  /,/  /,/  /,0.00,"",0.00,0,0.0000,31.76,31.76,0,0,0,"MEO-AC1",02/03/2016 06:56:29,0
"RC-P1","RC PERSIAN 30 1 KG","","","",27,"KG",0.00,0.00,0.00,1.00,79070.0000,88000.0000,88000.0000,88000.0000,0.00,0.00,0.00,0.00,F,11.29,0,09/27/2015,/  /,/  /,/  /,/  /,0.00,"",0.00,0,0.0000,11.29,11.29,0,0,0,"RC-P1",02/03/2016 06:56:29,0
"CALIBER-PSB23","CALIBER PUPPY SMALL BREED 23 KG","","","",2,"SAK",0.00,0.00,0.00,1.00,356250.0000,520000.0000,510000.0000,460000.0000,0.00,0.00,0.00,0.00,F,45.96,0,08/02/2014,/  /,/  /,10/28/2011,/  /,0.00,"CALIBER-PSB1",0.00,0,0.0000,43.16,29.12,0,0,0,"CALIBER-PSB23",02/03/2016 06:56:29,0
"CALIBER-23","CALIBER ULTRA 23 KG","","","",2,"SAK",0.00,0.00,0.00,1.00,453750.0000,650000.0000,635000.0000,700000.0000,0.00,0.00,0.00,0.00,F,43.25,0,09/28/2015,/  /,/  /,12/17/2011,/  /,0.00,"CALIBER-AD1",0.00,0,0.0000,39.94,54.27,0,0,0,"CALIBER-23",02/03/2016 06:56:29,0
"BALANCE-AD10","BALANCE ADLT DOG 10 KG","","","",3,"SAK",0.00,0.00,0.00,1.00,138750.0000,160000.0000,155000.0000,145000.0000,0.00,0.00,0.00,0.00,F,15.32,0,/  /,/  /,/  /,/  /,/  /,0.00,"BALANCE-AD1",0.00,0,0.0000,11.71,4.50,0,0,0,"BALANCE-AD10",02/03/2016 06:56:29,0
"EUKA-LNR15","EUKA PUPPY ALL BREED LAMB 12 KG","","","",11,"SAK",0.00,0.00,0.00,1.00,617400.0000,700000.0000,680000.0000,885000.0000,0.00,0.00,0.00,0.00,F,13.38,0,09/01/2015,/  /,/  /,09/15/2011,/  /,0.00,"EUKA-L1",0.00,0,0.0000,10.14,43.34,0,0,0,"EUKA-LNR15",02/03/2016 06:56:29,0
"EUKA-PSB7","EUKA PUPPY SMALL BREED 7,5 KG","","","",11,"SAK",0.00,0.00,0.00,1.00,254119.0100,470000.0000,455000.0000,600000.0000,0.00,0.00,0.00,0.00,F,84.95,0,06/05/2015,/  /,/  /,11/01/2011,/  /,0.00,"EUKA-PSB1",0.00,0,0.0000,79.05,136.11,0,0,0,"EUKA-PSB7",02/03/2016 06:56:29,0
"EUKA-PSB15","EUKA PUPPY SMALL BREED 15 KG","","","",11,"SAK",0.00,0.00,0.00,1.00,698642.8500,850000.0000,830000.0000,1115000.0000,0.00,0.00,0.00,0.00,F,21.66,0,07/29/2015,/  /,/  /,01/13/2011,/  /,0.00,"EUKA-PSB1",0.00,0,0.0000,18.80,59.60,0,0,0,"EUKA-PSB15",02/03/2016 06:56:29,0
"EUKA-PLB9","EUKA PUPPY LARGE BREED 9 KG","","","",11,"SAK",0.00,0.00,0.00,1.00,232234.4000,520000.0000,510000.0000,620000.0000,0.00,0.00,0.00,1.00,F,123.91,0,07/29/2015,/  /,/  /,07/09/2011,/  /,0.00,"EUKA-PLB1",0.00,0,0.0000,119.61,166.97,0,0,0,"EUKA-PLB9",02/03/2016 06:56:29,0
